,snp
1874,1462115676
1875,1462042001
1876,1462035863
1877,1461949083
1878,1461865286
1879,1461859692
1880,1461817272
1881,1461816452
1882,1461813430
1883,1461751988
1884,1461609079
1885,1461568902
1886,1461562554
1887,1461534108
1888,1461424434
1889,1461379696
1890,1461354213
1891,1461336643
1892,1461265976
1893,1461245655
1894,1461245163
1895,1461167350
1896,1461157166
1897,1461054355
1898,1461009518
1899,1461008632
1900,1460973060
1901,1460960441
1902,1460904403
1903,1460783488
1904,1460747903
1905,1460732940
1906,1460720818
1907,1460694286
1908,1460655299
1909,1460490906
1910,1460466196
1911,1460463140
1912,1460372328
1913,1460317376
1914,1460266294
1915,1460220612
1916,1460220360
1917,1460091656
1918,1460078913
1919,1460069096
1920,1459845376
1921,1459843487
1922,1459805493
1923,1459781117
1924,1459699781
1925,1459667721
1926,1459479213
1927,1459360181
1928,1459229533
1929,1459189734
1930,1459141314
1931,1459058172
1932,1459036378
1933,1459023697
1934,1459014322
1935,1458891799
1936,1458875673
1937,1458803858
1938,1458802038
1939,1458788469
1940,1458700887
1941,1458640794
1942,1458539153
1943,1458522672
1944,1458441206
1945,1458440396
1946,1458390109
1947,1458362565
1948,1458345486
1949,1458308545
1950,1458280479
1951,1458265453
1952,1458214288
1953,1458211170
1954,1458207003
1955,1458178580
1956,1458152496
1957,1458121615
1958,1458096993
1959,1457997745
1960,1457996884
1961,1457865329
1962,1457768638
1963,1457664103
1964,1457613342
1965,1457554402
1966,1457541712
1967,1457431988
1968,1457405808
1969,1457305593
1970,1457273046
1971,1457272975
1972,1457149905
1973,1457103639
1974,1457100975
1975,1457074940
1976,1457049033
1977,1457028890
1978,1457023215
1979,1456926518
1980,1456912732
1981,1456908937
1982,1456820409
1983,1456799150
1984,1456775383
1985,1456754268
1986,1456722744
1987,1456688084
1988,1456678986
1989,1456576897
1990,1456547856
1991,1456478068
1992,1456451974
1993,1456419884
1994,1456396038
1995,1456360162
1996,1456291593
1997,1456275005
1998,1456274524
1999,1456195008
2000,1456136750
2001,1456058889
2002,1456056919
2003,1456022697
2004,1456001005
2005,1455969342
2006,1455965809
2007,1455956424
2008,1455926606
2009,1455812353
2010,1455811048
2011,1455805834
2012,1455608145
2013,1455572416
2014,1455547486
2015,1455545444
2016,1455534891
2017,1455468986
2018,1455447168
2019,1455432609
2020,1455344733
2021,1455333683
2022,1455287467
2023,1455221709
2024,1455096412
2025,1454978100
2026,1454972612
2027,1454951458
2028,1454837158
2029,1454828382
2030,1454770002
2031,1454738983
2032,1454710465
2033,1454655007
2034,1454617755
2035,1454581684
2036,1454476068
2037,1454335553
2038,1454323560
2039,1454159797
2040,1454108940
2041,1454081141
2042,1454031024
2043,1453963732
2044,1453956474
2045,1453922097
2046,1453881495
2047,1453841050
2048,1453734972
2049,1453712524
2050,1453656923
2051,1453575359
2052,1453546983
2053,1453546921
2054,1453523392
2055,1453490515
2056,1453484325
2057,1453446846
2058,1453401615
2059,1453306051
2060,1453224086
2061,1453206853
2062,1453178843
2063,1453137787
2064,1453035047
2065,1453004783
2066,1452906136
2067,1452897772
2068,1452843847
2069,1452834855
2070,1452695164
2071,1452675184
2072,1452606339
2073,1452594344
2074,1452567726
2075,1452511801
2076,1452502037
2077,1452469398
2078,1452427079
2079,1452411759
2080,1452390669
2081,1452247549
2082,1452116258
2083,1452086430
2084,1452023009
2085,1451927000
2086,1451916013
2087,1451854822
2088,1451496418
2089,1451495757
2090,1451467279
2091,1451442286
2092,1451358626
2093,1451341557
2094,1451276189
2095,1451186674
2096,1451169550
2097,1451168740
2098,1451103660
2099,1451041345
2100,1450997129
2101,1450976744
2102,1450872658
2103,1450805633
2104,1450767310
2105,1450758035
2106,1450750843
2107,1450712923
2108,1450580300
2109,1450578661
2110,1450499749
2111,1450453272
2112,1450411795
2113,1450368865
2114,1450367242
2115,1450287060
2116,1450200111
2117,1450182469
2118,1450146771
2119,1450138173
2120,1449955582
2121,1449955222
2122,1449913959
2123,1449884623
2124,1449878026
2125,1449838662
2126,1449788585
2127,1449659270
2128,1449622207
2129,1449588276
2130,1449559558
2131,1449427790
2132,1449424274
2133,1449165875
2134,1449104468
2135,1449077639
2136,1448981102
2137,1448978518
2138,1448867511
2139,1448824870
2140,1448524089
2141,1448451793
2142,1448335617
2143,1448333984
2144,1448194064
2145,1448143150
2146,1448126363
2147,1448096671
2148,1448083497
2149,1448040756
2150,1447932585
2151,1447881753
2152,1447866123
2153,1447846692
2154,1447839598
2155,1447838429
2156,1447767975
2157,1447716452
2158,1447700606
2159,1447648476
2160,1447622630
2161,1447549483
2162,1447535728
2163,1447532477
2164,1447513870
2165,1447496287
2166,1447462620
2167,1447453459
2168,1447422855
2169,1447392721
2170,1447370161
2171,1447357975
2172,1447330646
2173,1447310183
2174,1447217327
2175,1447185626
2176,1447176131
2177,1447123622
2178,1447113717
2179,1447095758
2180,1447094127
2181,1447049293
2182,1447009222
2183,1446934533
2184,1446902523
2185,1446785868
2186,1446747703
2187,1446622726
2188,1446522902
2189,1446465609
2190,1446444091
2191,1446421384
2192,1446392607
2193,1446347897
2194,1446323532
2195,1446298129
2196,1446197455
2197,1446019833
2198,1446000709
2199,1445898966
2200,1445844545
2201,1445756292
2202,1445674520
2203,1445574256
2204,1445513897
2205,1445450239
2206,1445421727
2207,1445366359
2208,1445363240
2209,1445291682
2210,1445068891
2211,1445038425
2212,1445025863
2213,1444948613
2214,1444929249
2215,1444914455
2216,1444910919
2217,1444783695
2218,1444749120
2219,1444693896
2220,1444688477
2221,1444671633
2222,1444633075
2223,1444630102
2224,1444620353
2225,1444619354
2226,1444599281
2227,1444528082
2228,1444522835
2229,1444460770
2230,1444427313
2231,1444410844
2232,1444368852
2233,1444358814
2234,1444355054
2235,1444323802
2236,1444297057
2237,1444267391
2238,1444262065
2239,1444257686
2240,1444158540
2241,1444068020
2242,1444052659
2243,1443982625
2244,1443905916
2245,1443885742
2246,1443873817
2247,1443866720
2248,1443863456
2249,1443815235
2250,1443774609
2251,1443719093
2252,1443707715
2253,1443689674
2254,1443505345
2255,1443471177
2256,1443426185
2257,1443369646
2258,1443310713
2259,1443297729
2260,1443226868
2261,1443214112
2262,1443179675
2263,1443147409
2264,1443027525
2265,1442962967
2266,1442937780
2267,1442921807
2268,1442908677
2269,1442837032
2270,1442779611
2271,1442776744
2272,1442739648
2273,1442719799
2274,1442695760
2275,1442630645
2276,1442584657
2277,1442562018
2278,1442489673
2279,1442479073
2280,1442451568
2281,1442410377
2282,1442397347
2283,1442318517
2284,1442313108
2285,1442266133
2286,1442222062
2287,1442197532
2288,1442129894
2289,1442090725
2290,1442013799
2291,1441991989
2292,1441981763
2293,1441958425
2294,1441902902
2295,1441611481
2296,1441550498
2297,1441536763
2298,1441493174
2299,1441465676
2300,1441427868
2301,1441370820
2302,1441348795
2303,1441261221
2304,1441241187
2305,1441119349
2306,1441075794
2307,1440986656
2308,1440955350
2309,1440912218
2310,1440868892
2311,1440838837
2312,1440703812
2313,1440684271
2314,1440658590
2315,1440641231
2316,1440625417
2317,1440584427
2318,1440584199
2319,1440579435
2320,1440578255
2321,1440534863
2322,1440457302
2323,1440449112
2324,1440422637
2325,1440357615
2326,1440258862
2327,1440183048
2328,1439920794
2329,1439794090
2330,1439766789
2331,1439671473
2332,1439626667
2333,1439514715
2334,1439421991
2335,1439337786
2336,1439289175
2337,1439274552
2338,1439266693
2339,1439217598
2340,1439208715
2341,1439192321
2342,1439119764
2343,1439070133
2344,1439066279
2345,1439064712
2346,1439047852
2347,1438998738
2348,1438953135
2349,1438889622
2350,1438866379
2351,1438843122
2352,1438820877
2353,1438772040
2354,1438758717
2355,1438747324
2356,1438735222
2357,1438717793
2358,1438666410
2359,1438644551
2360,1438616098
2361,1438540302
2362,1438538009
2363,1438529931
2364,1438438308
2365,1438414579
2366,1438401112
2367,1438387266
2368,1438362661
2369,1438350159
2370,1438259362
2371,1438207763
2372,1438201174
2373,1438181847
2374,1438179168
2375,1438114818
2376,1438089884
2377,1438076104
2378,1438024356
2379,1437910706
2380,1437891630
2381,1437849606
2382,1437474090
2383,1437440144
2384,1437432652
2385,1437231046
2386,1437224931
2387,1437200471
2388,1437173571
2389,1437125022
2390,1437006959
2391,1436934961
2392,1436882543
2393,1436732816
2394,1436699850
2395,1436634095
2396,1436623506
2397,1436572164
2398,1436541144
2399,1436472232
2400,1436398734
2401,1436391640
2402,1436388952
2403,1436268165
2404,1436226647
2405,1436194200
2406,1436122507
2407,1436029534
2408,1436026703
2409,1435974164
2410,1435971291
2411,1435910907
2412,1435876007
2413,1435864434
2414,1435843146
2415,1435782638
2416,1435742626
2417,1435667768
2418,1435642233
2419,1435613183
2420,1435545504
2421,1435482412
2422,1435462646
2423,1435442314
2424,1435323558
2425,1435239653
2426,1435173191
2427,1435159109
2428,1434907205
2429,1434799505
2430,1434762321
2431,1434743238
2432,1434698688
2433,1434643464
2434,1434549867
2435,1434450328
2436,1434419672
2437,1434391812
2438,1434362498
2439,1434361150
2440,1434296411
2441,1434275593
2442,1434221055
2443,1434216411
2444,1434157211
2445,1434113994
2446,1434110110
2447,1434086686
2448,1434051472
2449,1434032472
2450,1433981624
2451,1433843330
2452,1433833837
2453,1433805408
2454,1433778587
2455,1433750069
2456,1433691009
2457,1433670467
2458,1433641010
2459,1433628721
2460,1433581389
2461,1433520707
2462,1433500007
2463,1433436977
2464,1433377573
2465,1433360434
2466,1433350851
2467,1433209755
2468,1433147160
2469,1432908823
2470,1432835904
2471,1432830528
2472,1432791820
2473,1432707141
2474,1432645888
2475,1432502378
2476,1432450385
2477,1432388961
2478,1432383876
2479,1432375221
2480,1432368908
2481,1432267442
2482,1432180106
2483,1432178402
2484,1432080312
2485,1432074259
2486,1431955549
2487,1431950599
2488,1431910873
2489,1431838371
2490,1431829292
2491,1431690787
2492,1431618133
2493,1431590026
2494,1431588527
2495,1431557224
2496,1431522306
2497,1431518745
2498,1431515644
2499,1431486574
2500,1431474074
2501,1431441302
2502,1431298838
2503,1431275305
2504,1431264053
2505,1431237790
2506,1431223166
2507,1431176106
2508,1431171145
2509,1431159701
2510,1431097238
2511,1431070632
2512,1431058322
2513,1430999823
2514,1430965494
2515,1430878279
2516,1430846528
2517,1430763443
2518,1430755131
2519,1430701672
2520,1430653260
2521,1430614097
2522,1430598489
2523,1430590861
2524,1430571930
2525,1430494470
2526,1430418233
2527,1430406314
2528,1430265288
2529,1430178349
2530,1430142534
2531,1429989022
2532,1429943679
2533,1429919147
2534,1429918563
2535,1429875988
2536,1429845606
2537,1429822108
2538,1429794801
2539,1429654289
2540,1429650098
2541,1429547137
2542,1429525858
2543,1429448757
2544,1429420081
2545,1429179622
2546,1429079132
2547,1429051648
2548,1429028559
2549,1428999461
2550,1428961582
2551,1428941405
2552,1428780309
2553,1428756601
2554,1428752865
2555,1428706419
2556,1428696128
2557,1428587098
2558,1428581848
2559,1428573224
2560,1428565230
2561,1428531749
2562,1428467741
2563,1428443071
2564,1428409615
2565,1428389939
2566,1428368970
2567,1428322625
2568,1428279506
2569,1428227779
2570,1428225067
2571,1428204668
2572,1428153530
2573,1428153157
2574,1428132943
2575,1428006483
2576,1428001802
2577,1427991952
2578,1427953369
2579,1427950843
2580,1427945424
2581,1427877266
2582,1427855664
2583,1427827959
2584,1427810480
2585,1427766149
2586,1427706960
2587,1427556138
2588,1427524692
2589,1427486110
2590,1427418609
2591,1427293111
2592,1427260790
2593,1427247042
2594,1427158979
2595,1427094775
2596,1427094736
2597,1426972743
2598,1426868391
2599,1426807933
2600,1426802434
2601,1426799553
2602,1426759536
2603,1426644629
2604,1426568461
2605,1426536874
2606,1426488309
2607,1426474538
2608,1426409618
2609,1426333426
2610,1426317618
2611,1426305921
2612,1426246078
2613,1426129051
2614,1426112657
2615,1426074249
2616,1426041204
2617,1426000112
2618,1425979979
2619,1425928736
2620,1425889185
2621,1425835543
2622,1425666710
2623,1425604153
2624,1425599214
2625,1425572110
2626,1425536012
2627,1425511895
2628,1425284244
2629,1425282215
2630,1424981538
2631,1424969964
2632,1424862469
2633,1424847926
2634,1424844755
2635,1424803290
2636,1424700684
2637,1424664708
2638,1424645393
2639,1424568383
2640,1424513293
2641,1424436492
2642,1424381868
2643,1424366421
2644,1424320177
2645,1424262015
2646,1424182027
2647,1424177398
2648,1424161674
2649,1424141555
2650,1424128595
2651,1424095999
2652,1424010342
2653,1423963167
2654,1423831785
2655,1423815378
2656,1423556882
2657,1423454034
2658,1423393440
2659,1423337681
2660,1423312757
2661,1423305397
2662,1423290835
2663,1423272846
2664,1423142718
2665,1423123511
2666,1422948952
2667,1422941582
2668,1422933345
2669,1422872480
2670,1422851017
2671,1422848083
2672,1422787137
2673,1422761037
2674,1422738695
2675,1422677235
2676,1422631147
2677,1422613488
2678,1422601224
2679,1422580864
2680,1422560827
2681,1422489409
2682,1422486194
2683,1422381727
2684,1422351865
2685,1422301836
2686,1422299143
2687,1422298151
2688,1422177299
2689,1422143466
2690,1422012031
2691,1421970068
2692,1421957493
2693,1421912325
2694,1421867466
2695,1421822662
2696,1421809394
2697,1421805069
2698,1421796608
2699,1421695806
2700,1421655386
2701,1421644751
2702,1421538778
2703,1421532463
2704,1421492393
2705,1421489183
2706,1421458032
2707,1421392541
2708,1421028447
2709,1420998875
2710,1420940492
2711,1420895936
2712,1420859004
2713,1420852186
2714,1420778973
2715,1420732725
2716,1420568278
2717,1420540623
2718,1420456774
2719,1420447028
2720,1420434998
2721,1420384999
2722,1420352097
2723,1420287822
2724,1420257202
2725,1420190021
2726,1420100685
2727,1420079262
2728,1420045948
2729,1420010376
2730,1419975548
2731,1419958623
2732,1419871514
2733,1419845435
2734,1419818891
2735,1419784723
2736,1419675986
2737,1419635713
2738,1419408758
2739,1419387687
2740,1419369964
2741,1419295983
2742,1419236759
2743,1419163843
2744,1419149140
2745,1419095500
2746,1419043777
2747,1419017856
2748,1419016692
2749,1418932462
2750,1418918658
2751,1418887195
2752,1418857212
2753,1418787019
2754,1418765601
2755,1418749210
2756,1418669064
2757,1418641862
2758,1418609269
2759,1418569119
2760,1418542586
2761,1418507267
2762,1418482338
2763,1418291094
2764,1418217565
2765,1418160896
2766,1418108185
2767,1418104403
2768,1417995318
2769,1417921331
2770,1417819683
2771,1417747730
2772,1417744442
2773,1417670982
2774,1417628295
2775,1417622769
2776,1417565182
2777,1417517884
2778,1417462881
2779,1417449818
2780,1417415039
2781,1417362913
2782,1417284355
2783,1417211809
2784,1417165937
2785,1417084327
2786,1416848611
2787,1416817972
2788,1416817177
2789,1416800319
2790,1416767864
2791,1416700673
2792,1416638554
2793,1416613610
2794,1416571395
2795,1416557326
2796,1416525401
2797,1416462657
2798,1416335680
2799,1416312958
2800,1416302150
2801,1416289159
2802,1416231983
2803,1416089976
2804,1415991128
2805,1415988508
2806,1415960281
2807,1415941725
2808,1415916667
2809,1415902609
2810,1415855873
2811,1415849190
2812,1415825700
2813,1415823341
2814,1415789350
2815,1415706775
2816,1415704766
2817,1415562140
2818,1415532021
2819,1415481731
2820,1415319474
2821,1415263708
2822,1415221706
2823,1415174352
2824,1415157266
2825,1415139500
2826,1415119536
2827,1415115766
2828,1415077500
2829,1415073455
2830,1415047903
2831,1414992678
2832,1414953346
2833,1414893032
2834,1414871449
2835,1414843976
2836,1414843432
2837,1414756216
2838,1414625069
2839,1414568409
2840,1414562531
2841,1414519411
2842,1414446961
2843,1414423215
2844,1414406392
2845,1414370053
2846,1414347485
2847,1414335390
2848,1414320058
2849,1414265733
2850,1414231426
2851,1414206792
2852,1414133647
2853,1414099748
2854,1414063734
2855,1414060890
2856,1414001215
2857,1413985758
2858,1413927329
2859,1413915983
2860,1413875794
2861,1413850234
2862,1413763906
2863,1413725583
2864,1413667470
2865,1413577429
2866,1413481004
2867,1413464976
2868,1413464342
2869,1413409629
2870,1413392917
2871,1413352872
2872,1413349321
2873,1413322690
2874,1413239743
2875,1413075371
2876,1413027559
2877,1413022534
2878,1413006563
2879,1412990567
2880,1412969008
2881,1412938074
